,Ticker,Avg_Quotes,Avg_Trades,Avg_Spread
218,HAR,16069.581027667984,1339.2806324110672,0.09506330653741765
339,NFX,39126.14229249012,3894.205533596838,0.0958335400428033
167,EQT,23861.367588932808,2359.877470355731,0.0959166964824113
235,HRS,21384.256916996048,1909.498023715415,0.09709032271278936
107,COG,41929.660079051384,3772.4545454545455,0.0992350262355299
391,PPG,34938.691699604744,2620.312252964427,0.09927992020161
307,MEE,85903.87351778656,7696.134387351779,0.0994113602640089
231,HP,33192.343873517784,2934.308300395257,0.10007393298104969
151,DVN,82650.96837944664,9970.430830039526,0.1013737344768945
242,IFF,19656.731225296444,1102.304347826087,0.10152452004519846
281,LH,23232.616600790512,2127.905138339921,0.10209969437561503
483,UNP,54101.82213438735,8283.249011857708,0.10210043911711494
174,EW,13522.169960474308,1030.1857707509882,0.10293239241178806
446,STT,74585.76284584981,8762.707509881422,0.10318627843230697
414,RRC,51898.57312252965,5288.99209486166,0.10371114806819183
432,SJM,14949.774703557312,1046.1383399209485,0.10499886123560936
435,SNA,21838.245059288536,893.7075098814229,0.10762450024585167
388,PNC,63073.928853754944,6275.628458498024,0.10815215736115139
85,CEG,36465.85375494071,4143.063241106719,0.10894389640907101
287,LMT,43981.703557312256,4309.371541501976,0.10959116636150318
198,FTI,35412.45849802371,3858.300395256917,0.10999169470417057
105,CNX,97041.59683794467,8963.474308300396,0.1123962795154642
41,ARG,27212.379446640316,1331.9802371541502,0.1125460789634136
150,DVA,14053.505928853754,1310.1462450592885,0.11349828253093619
214,GS,160470.2924901186,26226.88932806324,0.11417379272676663
469,TMK,30938.691699604744,1178.2332015810277,0.1154889141239207
161,EMN,29182.675889328064,1894.3241106719368,0.11558761478090068
408,RIG,107091.82213438734,11641.470355731226,0.1157236161625256
397,PX,53757.35177865613,3850.3280632411065,0.11684823827595306
409,RL,32488.541501976284,3256.3517786561265,0.11731405684243276
402,R,29317.363636363636,1953.0592885375495,0.12040765603209228
313,MIL,17616.201581027668,1252.889328063241,0.1228336092580301
115,CRM,30764.747035573124,3364.889328063241,0.12342350171781248
349,NTRS,60987.691699604744,8011.948616600791,0.12344795556929188
38,APD,45635.2371541502,3159.8300395256915,0.1238672965765995
34,ANR,69900.41501976285,6144.245059288538,0.12662179809432395
332,NBL,60841.470355731224,4021.177865612648,0.12764246005023988
36,APA,103073.54940711462,8889.0,0.12773954666388415
193,FMC,26594.00790513834,1920.9565217391305,0.12909072250677495
55,BDK,27443.750988142292,1475.8656126482213,0.1291856910523303
329,MUR,49514.90118577075,3641.2648221343875,0.12991023844699878
412,ROP,20895.391304347828,1319.1462450592885,0.13108839404346093
259,JEC,52454.58893280633,3539.4347826086955,0.13290641102346057
225,HES,72966.13833992094,8107.98814229249,0.1337943652753163
173,ETR,45027.1581027668,3170.916996047431,0.13439618660519553
319,MON,125291.38339920949,13700.347826086956,0.1350542576644457
149,DV,27397.470355731224,1832.5770750988142,0.1359601198212808
490,VFC,24546.387351778656,1735.790513833992,0.14231456376269103
216,GWW,27422.383399209488,1645.608695652174,0.1448428107448227
506,WHR,28399.8023715415,3010.8379446640315,0.1473064820946722
320,MOS,139510.9604743083,13572.509881422924,0.14819113175922008
439,SPG,51857.75889328063,4471.802371541502,0.14931864810534237
163,EOG,72553.48221343874,7872.193675889328,0.1505249601489
493,VMC,41632.27272727273,2964.719367588933,0.15778778733806834
519,X,122853.34387351779,11800.691699604744,0.15810993924903358
428,SHLD,41860.260869565216,5283.928853754941,0.16318102081918437
283,LLL,29852.632411067192,1807.1660079051383,0.16529457003956588
518,WYNN,57818.181818181816,7757.434782608696,0.16630483110278838
72,BXP,48300.96837944664,2981.5533596837945,0.16894872415294346
394,PSA,50031.529644268776,2692.284584980237,0.16940296482044417
373,PCP,42620.707509881424,3286.592885375494,0.1831099264730508
494,VNO,48522.229249011856,2970.312252964427,0.18418822886247854
140,DNB,16649.446640316204,697.098814229249,0.19157832332113112
96,CLF,81581.00790513834,6405.126482213439,0.1934573504328106
191,FLR,67617.39525691699,5565.071146245059,0.19858959040702093
372,PCLN,40674.61660079051,5441.664031620553,0.2017847015764576
326,MTB,44855.102766798416,2982.4466403162055,0.20183366004080242
43,AVB,56616.95256916996,2502.00790513834,0.21257689952458528
57,BEN,43771.97233201581,3031.5533596837945,0.21316615343593676
142,DO,77517.59288537549,4110.118577075099,0.23434602716097147
88,CF,102339.03557312253,6360.687747035573,0.24081283747265322
48,AZO,30603.584980237156,1704.6403162055335,0.25049694850837156
192,FLS,30306.375494071148,1824.0513833992095,0.2708148556993769
241,ICE,52451.63241106719,3573.1620553359685,0.28188594501056896
296,MA,98908.93280632411,6976.99604743083,0.37804402957900984
197,FSLR,123977.80632411067,13187.312252964426,0.37926869714305916
101,CMG,29838.703557312252,1024.7509881422925,0.3822256408245982
210,GOOG,164488.62055335968,19028.675889328064,0.40129813672168385
250,ISRG,51325.687747035576,3564.7272727272725,0.5522165052921186
63,BLK,43418.770750988144,1313.490118577075,0.7354003560531996
100,CME,98187.94071146245,3031.9328063241105,1.0755803099331678
410,ROH,34279.818181818184,3655.8300395256915,1.0935230058174032
513,WPO,6208.083003952569,49.07509881422925,6.199055739417574
